text;target_emotion
saya merasa murah hati jadi mari kita asumsikan mantan marlin masing-masing sama dengan musim produksi mereka yang paling banyak;cinta
saya merasa tentang polisi sangat disayangkan dan sedih;sedih
Saya merasa berbahaya di Wimbledon Wimbledon;marah
saya menarik diri dari selimut dan tempat tidur benar-benar terasa agak suram;sedih
saya merasa sangat rentan namun sangat protektif terhadapnya;takut
saya memaafkan diri sendiri bahwa saya telah menerima dan membiarkan diri saya merasa lebih dari dan lebih unggul ketika saya melihat seseorang memuja saya untuk kemajuan saya alih-alih menyadari bahwa saya mengalahkan seluruh titik proses dalam melakukannya;gembira
Saya merasa benar-benar dikalahkan karena suatu alasan;sedih
saya merasa pembaca saya telah rusak parah ke titik di mana akan membutuhkan waktu yang sangat lama untuk membangunnya kembali;sedih
saya merasa sangat diberkati dan beruntung bahwa perusahaan saya cukup percaya pada saya untuk mengurangi jam kerja saya dan saya sangat berterima kasih kepada Anda semua pembaca saya karena telah membaca apa yang saya katakan di sini;cinta
saya sangat mencoba memahami mengapa perasaan saya harus diabaikan;sedih
saya tidak pernah berpikir untuk tidak menulis blog tentang buku terutama karena saya pikir Anda harus menulis blog tentang sesuatu yang Anda sukai dan bagi saya itu adalah buku;gembira
saya telah merasakan bahwa pengampunan sejati datang ketika Anda sendiri merasa bahwa Anda tidak lagi menjadi korban dan Anda menyembuhkan diri sendiri dari dalam;sedih
Saya selalu memiliki persepsi negatif ini ketika saya ditanya tentang hamil dan keguguran saya, saya selalu menjauh dari percakapan itu dengan perasaan tersinggung;marah
saya ingin mengikuti seperangkat aturan makanan dan merasa luar biasa atau berpesta keras dan menanggung konsekuensinya;kaget
saya merasakan banyak tekanan tetapi saya bertekad untuk menyelesaikannya sehingga saya dapat mengunjungi saudara perempuan saya di bulan Mei dengan hati nurani yang bersih;sedih
saya hanya merasa kewalahan memikirkannya;kaget
saya merasa diserang ketika saya mendengar iklan radio;takut
Saya telah mengerjakan banyak dari mereka dan belum menemukan satu yang membuat saya merasa puas dengan cara saya menghabiskan hari lain yang tidak akan pernah saya dapatkan kembali;gembira
saya tidak pernah benar-benar merasakan rasa ketegangan springer jelas mencoba untuk membangun dengan referensi ke program keagamaan dalam buku itu tidak ada dalam buku untuk membangun ketegangan dengan apa-apa saya bisa melihat yang membuat saya merasa tegang khawatir atau cemas tentang salah satu karakter;takut
saya merasa seperti kekecewaan dan saya merasa seperti saya membiarkan diri saya terluka;sedih
saya di rumah saya bisa merasakan bagaimana dingin telah merembes ke lengan dan kaki saya;marah
saya merasa terhormat dan rendah hati karena dia adalah seorang legenda dan saya masih mengaguminya;gembira
saya bertanya berapa inci mengapa orang berbondong-bondong pindah tentang apa yang mereka rasakan adalah keamanan dalam logam mulia;gembira
saya melakukan apa yang saya lakukan itu selalu terasa berharga segera setelah saya menginjakkan kaki di stadion itu di mana pun di dunia saya merasa di rumah;gembira
saya merasa sangat kesal dan khawatir dan untuk beberapa alasan bagus;marah
saya merasa enggan untuk pergi;takut
saya merasa jauh lebih energik umumnya saya tidur lebih nyenyak dan begitu juga istri saya;gembira
saya ingat merasa sangat kecewa;sedih
beberapa waktu yang lalu gadis lain yang berhubungan dengan mantan pacar saya datang untuk meneriaki saya pada pukul dua belas tengah malam itu karena dia pikir saya masih tertarik pada anak itu;marah
Saya merasa sangat keluar dari lingkaran dan telah melewatkan banyak hal tetapi saya mengejarnya;sedih
Namun saya dapat memberi tahu Anda bahwa itu akan menyakitkan Anda akan dipermalukan dan Anda akan merasa luar biasa sesudahnya;gembira
saya sedang membaca pesan lama saya dari ksatria dan merasa sangat sentimental jadi saya mengirim sms kembali kepadanya;sedih
Saya telah melalui tahap-tahap kegugupan dan teror belaka, tetapi sekarang saya merasa santai dan bersemangat;gembira
saya merasa gembira dan tidak lemah;gembira
saya merasa seperti sampah saya tidak bisa berpikir untuk bersyukur sekarang ini terlalu menyakitkan;gembira
saya merasa tidak sopan untuk mengambil foto seseorang tetapi saya merasa canggung meminta untuk mengambil foto;marah
Saya mengharapkan itu menjadi agak sakit-sakitan dan kelapa memberikan nuansa tropis yang bagus saya kecewa hanya ada dua;sedih
Saya benar-benar dapat mengatakan dari lubuk hati saya bahwa saya merasa benar-benar bersyukur;sedih
saya merasa seperti saya ingin membuat sesuatu tetapi rumah sangat berantakan dan saya masih menyelesaikan merajut hadiah natal;sedih
aku merasa sangat bodoh membicarakan hal ini aku merasa seperti remaja emo cengeng yang memiliki begitu banyak masalah dan yang terlalu mencintai pacar sementaranya;sedih
saya merasa rewel hari ini karena saya tidak cukup tidur karena tamasya panjang yang tak terduga kemarin malam;marah
saya melihat betapa kuat dan cerdasnya Anda dan ketika Anda mencapai tonggak pencapaian Anda beberapa minggu lebih awal saya merasa yakin bahwa firasat saya selalu benar;gembira
saya sangat suka perasaan takut;takut
saya merasa dihargai dan berguna dan berharga pula;sedih
saya merasa jijik malu dan sedih tentang bagaimana saya menangani situasi;marah
saya merasa lemah karena mengeluh tentang mengambil kredit semester ini karena saya tahu orang-orang yang mengambil kredit secara teratur tetapi manusia ini menyebalkan;takut
saya merasa kasihan kepada orang-orang yang bekerja di bidang padat modal yang diposting di a href http zackmdavis;sedih
aku merasakan denyut nadimu di bibirku saat aku mengejar naga mengisap bibirmu dan hati dan lidahmu berharap untuk bagianku dan jari menerjemahkan kesedihanmu saat kau mencapai ke dalam jiwaku marah dalam napas belas kasihan cerita tidak akan terungkap;marah
Saya merasa tenang untungnya tidak kaget karena dalam pikiran saya sudah berpikir untuk bersiap apa pun hasil dari hasilnya;gembira
saya berdoa semoga mata yang membaca ini pikiran yang memahami ini dan hati yang merasakan ini tidak tersinggung;marah
saya masih merasa gembira saat istirahat dengan damai dan tidak ada yang bisa menghentikan saya;gembira
saya merasa bahwa beberapa anak yang saya benci tahun senior akan berada di sana;sedih
saya hang out saya pergi dengan perasaan bersemangat dan bahagia;gembira
saya merasakan jejak aib untuk pria anggun yang memeluk gelangnya;cinta
saya mengemudi untuk membayarnya untuk camilan dia menatapku dengan lelah dan aku merasa bingung dengan apa yang baru saja terjadi dan merasakan kepercayaan diri yang tidak biasa dan langka;kaget
saya merasa sangat gembira img src http s;gembira
saya merasa tidak nyaman, tidak yakin apa yang harus saya lakukan dengan diri saya sendiri;takut
saya sembuh tetapi saya masih merasa gemetar saat saya berhasil menyelesaikan beberapa pekerjaan minggu ini;takut
saya merasa energik dan kuat;gembira
saya ingin berbagi perasaan saya tetapi tidak ingin merasa terhina;sedih
saya merasa derp dan polos karena kami pergi ke sana dengan lrt atau kereta api itu selalu penuh sesak terakhir kali saya naik itu seperti bertahun-tahun yang lalu;gembira
saya merasa sedikit optimis;gembira
saya merasa berseri-seri pagi ini;gembira
saya merasa bahwa saya tahu tuhan itu nyata dan bahwa dia penuh kasih jika saya merasa bahwa saya memiliki alasan yang kuat untuk gagasan seperti itu, masuk akal macam apa untuk menyalahkannya atas kemalangan yang menimpa kita padahal sebenarnya yesus memperingatkan bahwa akan ada kesengsaraan di dunia;cinta
saya tidak tahu kapan saya merasa bosan tetapi meskipun saya senang saya membuat blog baru yang terhubung dengan happywarmworld;sedih
saya sakit hati atau merasa terlalu romantis dan saya bahkan tidak merasa telah membuat hubungan seperti itu;cinta
saya berakhir dengan studio yang sempurna dan sekarang ketika saya masuk ke dalamnya saya merasa diperparah ya itu aneh;marah
Saya kira ketika sebuah majalah menyajikan tips praktis kepada pembacanya, editornya merasa perlu membumbui artikelnya agar tidak terlalu membosankan;sedih
saya menangis karena merasa sial saya menangis karena ayah mengolok-olok saya karena sakit haha ​​saya tidak bercanda, itu telah terjadi berkali-kali semua dalam kesenangan saya menangis karena itulah yang saya lakukan dalam semua situasi yang merugikan;sedih
Saya merasa seperti memasuki alam semesta yang aneh dan saya sangat bersyukur untuk itu;takut
Saya pikir dengan baik merangkum perasaan berbicara terlalu banyak tentang pengejaran artistik;gembira
saya hanya perlu menemukan cara untuk merasa cantik;gembira
Saya melihat bentuk-bentuk yang belum saya lakukan, saya hanya merasa sangat gelisah;marah
saya merasa tidak enak karena ini hari bagel dan saya tidak sengaja memiliki bagel jalapeno;sedih
Saya mengalami waktu yang agak sulit mencoba menemukan sesuatu untuk disyukuri;gembira
saya mulai merasa gugup memikirkan bagaimana id berencana untuk memberi makan remaja yang lebih muda;takut
saya mulai merasa tidak nyaman secara internal merasa pusing kepala ringan dan mengalami sesak napas;takut
saya ingin merasa dicintai dan dihargai oleh seseorang;cinta
saya membutuhkan rencana tentang bagaimana menghilangkan perasaan itu benar-benar mengambil alih semua yang saya benar-benar terganggu di tempat kerja dengan semua yang saya coba lakukan di waktu luang yang saya miliki di malam hari proyek mengambil alih hidup saya dan fakta bahwa saya benar-benar merasa terbakar oleh itu semua;marah
saya merasa kesal menjadi pemberi;marah
saya merayakan dalam satu tahun dan bagaimana perasaan saya tentang mendukung beberapa dari mereka ketika sejarah di balik sebagian besar liburan tradisional kami didasarkan pada beberapa hal buruk atau setidaknya dalam banyak kasus banyak hal yang saya tidak percaya atau mendukung;cinta
saya merasa sangat kalah dan seperti saya tidak bisa melanjutkan jadi saya dengan enggan meminta epidural;sedih
Saya memprediksi sudut untuk menang dan saya merasa sedikit kurang marah daripada ketika saya menulis bahwa katakanlah tiang gantungan menang bersih di sini untuk menjaga semuanya tetap ketat;marah
Saya merasa ini adalah langkah saya selanjutnya dan saya tidak ingin ragu tetapi saya merasa bodoh menyimpan harapan untuk begitu banyak uang yang akan datang dalam waktu yang singkat;sedih
Saya mencintai komunitas ini sampai mati, tetapi kadang-kadang saya merasa di sana kadang-kadang kami tidak mendukung;cinta
Saya pergi malam ini merasa sangat berharap untuk masa depan krisis anak yatim di negeri ini;gembira
saya bernyanyi semakin percaya diri saya merasa tetapi saya masih sedikit gugup pada malam pembukaan;takut
saya memutuskan untuk mencoba zipline di piknik grove karena kami merasa sedikit bertualang hari itu;gembira
saya tahu itu salah tapi saya merasa jelek;sedih
saya akan belajar mengungkapkan perasaan saya dengan cara yang lebih dapat diterima;gembira
saya merasa orang-orang tidak tahu cara memancingnya dengan benar dan karena itu tidak sepopuler yang seharusnya;gembira
saya menemukan diri saya merasa cemburu;marah
saya merasa kuda-kuda terkurung dan bertekad jika kami mendapat sedikit cuaca saya akan melihat bahwa setiap kuda mendapat kesempatan untuk keluar;gembira
saya bersemangat untuk pulang dan menghabiskan waktu bersama semua orang, silakan kirim email atau SMS dan beri tahu saya jika Anda tersedia untuk makan malam atau kopi atau apa pun;gembira
saya merasa lebih jelas lebih menyenangkan dan hidup;gembira
saya merasa suka berpetualang;gembira
saya dibiarkan dengan integritas dan martabat saya utuh tetapi merasa kesal;marah
saya dikenal karena membiarkan hal-hal pergi ketika saya tidak merasa baik;gembira
saya merasa ragu dan gambaran yang muncul di benak saya adalah berurusan dengan simpul besar di tali sepatu saya dan kemudian merasa frustrasi;marah
saya merasa membosankan;sedih
sakit merasa sangat bermasalah atas hal-hal yang paling sepele;sedih
saya katakan saya tidak pernah ingin Anda membusuk di neraka dan sebagian besar waktu saya berharap saya hanya kurang bodoh dan kikuk sehingga Anda tidak akan pernah merasa tidak bahagia;sedih
saya menggunakan emoticon karena akan canggung menulis saya merasa geli dengan apa yang Anda tulis sekarang sebagai lawan xd;gembira
saya merasa seperti saya telah kehilangan segalanya dan semua orang;sedih
saya merasa saya benar-benar bersalah komodor;marah
Namun saya tidak merasa kehilangan kehidupan petugas nicholsons lebih tragis daripada kematian ibu muda yang pembunuhannya memulai seluruh skenario ini;sedih
saya merasa seperti kematian berpikir perasaan seperti kematian akan membuat saya menjadi psikolog yang lebih welas asih;cinta
saya merasa agak terburu-buru;marah
saya merasa suka berpetualang dan naik tangga;gembira
Saya merasa bersalah karena tidak melakukan semua yang biasa saya lakukan Saya merasa khawatir bahwa saya adalah petugas yang buruk;sedih
saya yakin Anda tahu perasaan tidak bisa diganggu saya hanya merasa poo;marah
Saya tidak bermaksud bahwa saya suka mengamuk tetapi saya merasa lebih tidak aman tentang diri saya sendiri dan mungkin meragukan fakta bahwa saya harus bisa berlari km besok;takut
Saya merasa seni komedi romantis telah memburuk akhir-akhir ini dan saya tertarik pada film seperti sabrina notting hill dan cinta sebenarnya;cinta
saya harus pergi ke kelas untuk delapan menari selama satu jam sembilan pulang sepuluh jika saya beruntung makan saya tidak bisa makan sebelum kelas karena menari ketika penuh membuat saya merasa keji duduk-duduk mencerna dll kemudian pergi tidur dan mencoba tidur sebelum bangun bangun pagi-pagi tidak wajar;marah
saya merasa yakin bahwa saya akan bisa sampai ke pintu belakang sebelum waktu makan malam;gembira
Saya berharap ketika saya merasa lebih baik dan dapat menulis lebih sering;sedih
aku merasa dia hanya mempermainkan perasaanku mungkin dia ingin menghancurkan hatiku;sedih
aku memejamkan mata erat-erat dan menutup telingaku dan syukurlah aku bangun sebelum aku meminta maaf atas kebrutalan mimpi burukku itu membuatku merasa terguncang dan mual untuk sedikitnya;takut
kadang-kadang saya merasa sangat tidak berdaya tetapi bahkan dengan kesadaran spiritual yang terbatas yang saya miliki, saya dapat menemukan jawaban karena saya tahu bahwa akhir bukanlah hasil dari keputusan saya, saya akan dapat melanjutkan, menyesuaikan kembali, mengambil bagian-bagian itu, memusatkan diri atau nikmati keputusanku;takut
